43,15,3,1681818072
877,17,2,1681818072
397,14,4,1681818072
458,2,1,1681818072
956,4,0,1681818073
826,15,2,1681818073
574,18,2,1681818073
1003,16,3,1681818074
1000,6,1,1681818074
33,16,2,1681818074
912,1,2,1681818075
370,1,3,1681818075
46,15,1,1681818075
500,17,4,1681818076
610,19,4,1681818076
436,24,2,1681818076
553,19,5,1681818076
229,5,1,1681818077
369,7,5,1681818077
696,4,4,1681818077
754,17,5,1681818077
661,10,1,1681818077
494,1,3,1681818078
6,18,0,1681818078
1011,17,3,1681818079
594,10,3,1681818079
773,3,2,1681818079
52,13,2,1681818079
536,18,0,1681818079
908,7,3,1681818080
523,4,4,1681818080
758,4,4,1681818080
133,1,3,1681818081
749,24,5,1681818081
875,2,1,1681818081
854,25,2,1681818081
908,1,4,1681818081
363,24,0,1681818082
637,14,0,1681818082
775,25,3,1681818082
363,9,0,1681818082
49,13,5,1681818083
767,9,5,1681818083
478,23,2,1681818083
683,20,1,1681818083
834,12,0,1681818083
347,5,0,1681818084
280,16,2,1681818084
343,8,2,1681818084
288,19,0,1681818084
635,20,4,1681818085
234,24,2,1681818085
151,24,2,1681818086
280,20,3,1681818086
971,6,4,1681818086
596,1,1,1681818086
615,12,4,1681818086
541,23,3,1681818087
87,9,2,1681818087
709,1,5,1681818087
226,21,1,1681818088
32,21,0,1681818088
843,2,1,1681818088
643,25,5,1681818088
505,23,4,1681818088
30,23,0,1681818089
637,11,3,1681818089
442,10,5,1681818089
376,16,4,1681818090
222,8,1,1681818090
908,3,4,1681818091
461,19,0,1681818091
508,13,5,1681818091
865,20,5,1681818091
640,22,4,1681818091
980,1,1,1681818092
298,12,5,1681818092
989,17,4,1681818092
403,22,3,1681818092
429,25,0,1681818093
397,18,0,1681818093
628,21,2,1681818093
53,25,5,1681818094
337,22,3,1681818094
731,24,0,1681818094
588,16,1,1681818094
463,21,2,1681818095
495,5,5,1681818095
610,22,4,1681818095
52,9,1,1681818095
972,22,0,1681818095
1004,3,4,1681818096
291,18,1,1681818096
267,15,3,1681818096
71,11,4,1681818096
899,10,3,1681818096
861,16,3,1681818097
453,25,4,1681818097
565,10,2,1681818097
531,24,2,1681818097
269,3,2,1681818098
483,7,2,1681818098
244,22,1,1681818098
753,6,1,1681818098
316,15,5,1681818099
872,13,3,1681818099
66,17,1,1681818099
633,5,5,1681818099
376,24,5,1681818100
515,19,1,1681818100
347,17,0,1681818100
190,22,0,1681818100
790,10,2,1681818100
33,19,4,1681818101
678,5,1,1681818101
911,1,3,1681818101
272,5,5,1681818101
237,20,5,1681818102
632,24,1,1681818103
222,13,2,1681818103
764,23,5,1681818103
422,13,3,1681818104
578,1,5,1681818104
926,22,1,1681818104
460,15,0,1681818104
771,2,1,1681818105
374,8,1,1681818105
617,24,5,1681818105
372,15,2,1681818105
896,14,2,1681818106
304,1,1,1681818106
557,21,4,1681818106
583,25,1,1681818106
585,20,2,1681818106
613,4,5,1681818107
705,10,1,1681818107
518,13,4,1681818107
772,11,2,1681818107
73,22,0,1681818108
64,10,2,1681818108
763,24,0,1681818108
714,16,1,1681818108
334,11,5,1681818109
225,3,4,1681818109
177,19,1,1681818109
92,7,1,1681818109
676,25,0,1681818110
391,16,2,1681818110
84,22,2,1681818110
649,9,5,1681818110
131,7,2,1681818110
622,24,4,1681818111
422,24,3,1681818111
684,10,4,1681818111
482,22,3,1681818111
607,15,2,1681818111
253,1,4,1681818112
436,5,0,1681818112
61,20,5,1681818113
32,11,2,1681818113
434,6,0,1681818113
246,15,2,1681818113
350,25,0,1681818113
243,5,5,1681818114
652,20,5,1681818114
669,4,2,1681818114
817,6,4,1681818115
700,11,2,1681818115
234,4,3,1681818116
33,6,4,1681818116
471,4,3,1681818116
449,5,5,1681818116
1019,11,1,1681818116
927,24,3,1681818117
93,23,4,1681818117
648,6,2,1681818117
929,17,0,1681818118
469,5,1,1681818118
350,2,5,1681818118
141,4,0,1681818118
974,24,2,1681818119
186,2,1,1681818119
968,17,1,1681818119
728,8,5,1681818119
69,13,0,1681818119
920,2,5,1681818120
586,6,1,1681818120
712,1,0,1681818120
1,8,1,1681818121
216,17,5,1681818121
694,5,4,1681818121
987,21,0,1681818121
533,21,1,1681818121
635,22,0,1681818122
438,5,3,1681818122
119,14,1,1681818122
231,22,4,1681818123
448,23,4,1681818123
677,19,5,1681818123
672,9,2,1681818124
849,14,1,1681818124
642,1,2,1681818125
863,7,2,1681818125
778,16,3,1681818125
502,13,1,1681818126
60,18,3,1681818126
978,15,1,1681818126
389,18,3,1681818126
448,6,1,1681818127
88,8,1,1681818127
763,22,2,1681818127
196,3,2,1681818127
722,16,2,1681818127
636,10,2,1681818128
674,14,3,1681818128
947,21,3,1681818128
749,5,0,1681818128
544,5,4,1681818128
775,15,2,1681818129
989,23,2,1681818129
1008,2,1,1681818129
224,23,4,1681818129
254,22,5,1681818130
586,16,0,1681818130
335,17,3,1681818130
190,5,5,1681818130
606,9,4,1681818131
596,20,5,1681818131
408,10,3,1681818131
545,17,5,1681818131
425,16,0,1681818132
541,10,5,1681818132
729,20,5,1681818132
778,12,0,1681818132
863,20,5,1681818133
631,5,0,1681818133
473,22,2,1681818133
719,9,0,1681818134
701,10,1,1681818134
556,19,5,1681818134
342,16,3,1681818134
402,2,4,1681818135
163,15,2,1681818135
881,7,5,1681818135
216,21,5,1681818135
240,20,2,1681818135
370,20,4,1681818136
239,19,1,1681818136
1020,4,1,1681818136
920,22,2,1681818136
155,12,0,1681818137
468,9,5,1681818137
44,25,0,1681818137
502,6,3,1681818137
1011,13,4,1681818138
828,9,1,1681818138
510,3,1,1681818138
637,15,3,1681818139
288,13,0,1681818139
131,10,5,1681818139
271,13,4,1681818139
465,9,4,1681818139
134,9,5,1681818140
703,25,4,1681818140
982,24,4,1681818140
432,14,4,1681818141
156,13,3,1681818141
755,10,3,1681818141
969,18,4,1681818141
413,3,5,1681818142
777,25,5,1681818142
986,19,4,1681818142
803,7,2,1681818143
949,7,3,1681818143
201,16,2,1681818143
233,17,0,1681818143
517,13,0,1681818144
268,4,5,1681818144
64,16,4,1681818144
28,9,2,1681818144
960,20,0,1681818145
947,1,3,1681818145
740,5,4,1681818145
892,23,0,1681818146
278,5,1,1681818146
156,12,2,1681818146
812,11,2,1681818146
960,15,1,1681818146
86,24,3,1681818147
491,24,2,1681818147
530,23,5,1681818148
403,18,3,1681818148
99,13,5,1681818148
365,4,4,1681818148
633,20,4,1681818148
24,11,2,1681818149
28,12,0,1681818149
369,17,1,1681818150
391,21,5,1681818150
437,5,1,1681818151
6,16,0,1681818151
108,19,5,1681818151
848,1,2,1681818151
595,2,1,1681818152
339,22,3,1681818152
2,9,2,1681818152
371,11,4,1681818152
569,5,3,1681818153
650,22,4,1681818153
58,12,3,1681818153
103,9,3,1681818154
887,9,4,1681818154
255,20,1,1681818154
686,24,2,1681818154
427,5,0,1681818155
794,13,3,1681818155
603,6,4,1681818155
775,1,3,1681818155
1016,17,1,1681818156
312,22,3,1681818156
891,17,0,1681818156
127,10,2,1681818156
428,24,5,1681818156
207,9,1,1681818157
131,21,4,1681818157
439,24,4,1681818157
884,13,5,1681818157
626,12,4,1681818158
893,20,4,1681818158
30,10,2,1681818158
523,17,0,1681818158
324,9,3,1681818159
260,7,2,1681818159
225,12,2,1681818159
404,9,0,1681818160
44,19,4,1681818160
752,10,5,1681818160
827,1,5,1681818160
740,23,0,1681818161
125,15,4,1681818161
665,7,2,1681818161
427,4,3,1681818161
388,18,5,1681818161
976,17,2,1681818162
530,11,2,1681818162
280,5,5,1681818162
12,21,1,1681818163
203,6,0,1681818163
488,11,1,1681818163
135,1,5,1681818163
754,19,5,1681818164
718,24,2,1681818164
735,3,5,1681818164
212,21,1,1681818164
279,20,5,1681818164
926,10,0,1681818165
938,14,1,1681818165
953,25,3,1681818165
138,1,1,1681818165
151,7,5,1681818166
364,18,2,1681818166
738,19,5,1681818166
801,8,5,1681818166
419,10,3,1681818166
784,5,0,1681818167
55,12,0,1681818167
95,24,0,1681818168
138,8,3,1681818168
524,15,0,1681818168
345,18,2,1681818169
562,23,1,1681818169
322,13,1,1681818169
1022,11,2,1681818169
227,19,5,1681818170
955,17,0,1681818170
596,11,2,1681818170
425,9,4,1681818170
658,3,5,1681818171
602,14,5,1681818171
281,8,2,1681818171
183,8,0,1681818171
374,10,0,1681818171
889,11,1,1681818172
675,13,5,1681818172
50,22,3,1681818172
679,7,2,1681818173
226,8,2,1681818173
358,10,1,1681818173
620,23,1,1681818173
778,2,4,1681818174
990,12,5,1681818174
783,21,0,1681818174
134,11,1,1681818174
350,23,3,1681818175
650,15,5,1681818175
991,15,0,1681818175
883,15,5,1681818175
329,15,5,1681818175
309,22,0,1681818176
257,9,3,1681818176
42,25,0,1681818176
4,21,2,1681818176
244,6,2,1681818177
962,12,4,1681818177
462,15,1,1681818177
286,11,3,1681818177
328,6,1,1681818178
